gpu_code,processor,processor_manufacturer,brand,memory,memory_type
1246,GeForce 470,NVidia,Asus,1.25,GDDR5
1247,GeForce 470,NVidia,EVGA,1.25,GDDR5
1248,GeForce 470,NVidia,GALAX,1.25,GDDR5
1249,GeForce 470,NVidia,Gigabyte,1.25,GDDR5
1250,GeForce 470,NVidia,MSI,1.25,GDDR5
1251,GeForce 470,NVidia,PNY,1.25,GDDR5
1252,GeForce 470,NVidia,Point of View,1.25,GDDR5
1253,GeForce 470,NVidia,Sparkle,1.25,GDDR5
1254,GeForce 470,NVidia,Zotac,1.25,GDDR5
1255,GeForce 480,NVidia,Asus,1.5,GDDR5
1256,GeForce 480,NVidia,EVGA,1.5,GDDR5
1257,GeForce 480,NVidia,Gigabyte,1.5,GDDR5
1258,GeForce 480,NVidia,MSI,1.5,GDDR5
1259,GeForce 480,NVidia,PNY,1.5,GDDR5
1260,GeForce 480,NVidia,Zotac,1.5,GDDR5
1261,GeForce 520,NVidia,Asus,1.0,GDDR3
1262,GeForce 520,NVidia,ECS Elitegroup,1.0,GDDR3
1263,GeForce 520,NVidia,ECS Elitegroup,2.0,GDDR3
1264,GeForce 520,NVidia,EVGA,1.0,GDDR3
1265,GeForce 520,NVidia,EVGA,2.0,GDDR3
1266,GeForce 520,NVidia,Gainward,1.0,GDDR3
1267,GeForce 520,NVidia,Gainward,2.0,GDDR3
1268,GeForce 520,NVidia,GALAX,1.0,GDDR3
1269,GeForce 520,NVidia,GALAX,2.0,GDDR3
1270,GeForce 520,NVidia,Gigabyte,1.0,GDDR3
1271,GeForce 520,NVidia,Jaton,1.0,GDDR3
1272,GeForce 520,NVidia,MSI,1.0,GDDR3
1273,GeForce 520,NVidia,MSI,2.0,GDDR3
1274,GeForce 520,NVidia,PNY,1.0,GDDR3
1275,GeForce 520,NVidia,Point of View,1.0,GDDR3
1276,GeForce 520,NVidia,Sparkle,1.0,GDDR3
1277,GeForce 520,NVidia,Sparkle,2.0,GDDR3
1278,GeForce 520,NVidia,XFX,1.0,GDDR3
1279,GeForce 520,NVidia,XFX,2.0,GDDR3
1280,GeForce 520,NVidia,Zotac,0.5,GDDR3
1281,GeForce 520,NVidia,Zotac,1.0,GDDR3
1282,GeForce 520,NVidia,Zotac,2.0,GDDR3
1283,GeForce 5200,NVidia,Zotac,0.25,GDDR
1284,GeForce 550 Ti,NVidia,Asus,1.0,GDDR5
1285,GeForce 550 Ti,NVidia,ECS Elitegroup,1.0,GDDR5
1286,GeForce 550 Ti,NVidia,EVGA,1.0,GDDR5
1287,GeForce 550 Ti,NVidia,EVGA,2.0,GDDR5
1288,GeForce 550 Ti,NVidia,Gainward,1.0,GDDR5
1289,GeForce 550 Ti,NVidia,GALAX,1.0,GDDR5
1290,GeForce 550 Ti,NVidia,GALAX,2.0,GDDR5
1291,GeForce 550 Ti,NVidia,Gigabyte,1.0,GDDR5
1292,GeForce 550 Ti,NVidia,MSI,1.0,GDDR5
1293,GeForce 550 Ti,NVidia,Palit,1.0,GDDR5
1294,GeForce 550 Ti,NVidia,PNY,1.0,GDDR5
1295,GeForce 550 Ti,NVidia,Sparkle,1.0,GDDR5
1296,GeForce 550 Ti,NVidia,Zotac,1.0,GDDR5
1297,GeForce 560,NVidia,Asus,1.0,GDDR5
1298,GeForce 560,NVidia,ECS Elitegroup,1.0,GDDR5
1299,GeForce 560,NVidia,EVGA,1.0,GDDR5
1300,GeForce 560,NVidia,EVGA,2.0,GDDR5
1301,GeForce 560,NVidia,GALAX,1.0,GDDR5
1302,GeForce 560,NVidia,GALAX,2.0,GDDR5
1303,GeForce 560,NVidia,MSI,1.0,GDDR5
1304,GeForce 560,NVidia,PNY,1.0,GDDR5
1305,GeForce 560,NVidia,Point of View,1.0,GDDR5
1306,GeForce 560,NVidia,Sparkle,1.0,GDDR5
1307,GeForce 560,NVidia,Sparkle,2.0,GDDR5
1308,GeForce 560,NVidia,Zotac,1.0,GDDR5
1309,GeForce 560,NVidia,Zotac,2.0,GDDR5
1310,GeForce 560 Ti,NVidia,Asus,1.0,GDDR5
1311,GeForce 560 Ti,NVidia,Asus,1.25,GDDR5
1312,GeForce 560 Ti,NVidia,Asus,2.0,GDDR5
1313,GeForce 560 Ti,NVidia,ECS Elitegroup,1.0,GDDR5
1314,GeForce 560 Ti,NVidia,EVGA,1.0,GDDR5
1315,GeForce 560 Ti,NVidia,EVGA,1.25,GDDR5
1316,GeForce 560 Ti,NVidia,EVGA,2.0,GDDR5
1317,GeForce 560 Ti,NVidia,Gainward,1.0,GDDR5
1318,GeForce 560 Ti,NVidia,GALAX,1.0,GDDR5
1319,GeForce 560 Ti,NVidia,GALAX,1.25,GDDR5
1320,GeForce 560 Ti,NVidia,Gigabyte,1.0,GDDR5
1321,GeForce 560 Ti,NVidia,Gigabyte,1.25,GDDR5
1322,GeForce 560 Ti,NVidia,MSI,1.0,GDDR5
1323,GeForce 560 Ti,NVidia,MSI,1.25,GDDR5
1324,GeForce 560 Ti,NVidia,PNY,1.0,GDDR5
1325,GeForce 560 Ti,NVidia,Point of View,1.0,GDDR5
1326,GeForce 560 Ti,NVidia,Sparkle,1.0,GDDR5
1327,GeForce 560 Ti,NVidia,Zotac,1.0,GDDR5
1328,GeForce 560 Ti,NVidia,Zotac,1.25,GDDR5
1329,GeForce 570,NVidia,Asus,1.25,GDDR5
1330,GeForce 570,NVidia,ECS Elitegroup,1.25,GDDR5
1331,GeForce 570,NVidia,EVGA,1.25,GDDR5
1332,GeForce 570,NVidia,GALAX,1.25,GDDR5
1333,GeForce 570,NVidia,Gigabyte,1.25,GDDR5
1334,GeForce 570,NVidia,MSI,1.25,GDDR5
1335,GeForce 570,NVidia,Palit,1.25,GDDR5
1336,GeForce 570,NVidia,PNY,1.25,GDDR5
1337,GeForce 570,NVidia,Sparkle,1.25,GDDR5
1338,GeForce 570,NVidia,Zotac,1.25,GDDR5
1339,GeForce 580,NVidia,Asus,1.5,GDDR5
1340,GeForce 580,NVidia,Asus,3.0,GDDR5
1341,GeForce 580,NVidia,ECS Elitegroup,1.5,GDDR5
1342,GeForce 580,NVidia,EVGA,1.5,GDDR5
1343,GeForce 580,NVidia,EVGA,3.0,GDDR5
1344,GeForce 580,NVidia,Gainward,1.5,GDDR5
1345,GeForce 580,NVidia,GALAX,1.5,GDDR5
1346,GeForce 580,NVidia,Gigabyte,1.5,GDDR5
1347,GeForce 580,NVidia,Gigabyte,3.0,GDDR5
1348,GeForce 580,NVidia,MSI,1.5,GDDR5
1349,GeForce 580,NVidia,MSI,3.0,GDDR5
1350,GeForce 580,NVidia,Palit,1.5,GDDR5
1351,GeForce 580,NVidia,PNY,1.5,GDDR5
1352,GeForce 580,NVidia,Sparkle,1.5,GDDR5
1353,GeForce 580,NVidia,Zotac,1.5,GDDR5
1354,GeForce 580,NVidia,Zotac,3.0,GDDR5
1355,GeForce 590,NVidia,Asus,3.0,GDDR5
1356,GeForce 610,NVidia,Asus,1.0,GDDR3
1357,GeForce 610,NVidia,Asus,2.0,GDDR3
1358,GeForce 610,NVidia,ECS Elitegroup,1.0,GDDR3
1359,GeForce 610,NVidia,EVGA,1.0,GDDR3
1360,GeForce 610,NVidia,EVGA,2.0,GDDR3
1361,GeForce 610,NVidia,Gainward,1.0,GDDR3
1362,GeForce 610,NVidia,GALAX,1.0,GDDR3
1363,GeForce 610,NVidia,GALAX,2.0,GDDR3
1364,GeForce 610,NVidia,Gigabyte,1.0,GDDR3
1365,GeForce 610,NVidia,Gigabyte,2.0,GDDR3
1366,GeForce 610,NVidia,Jaton,1.0,GDDR3
1367,GeForce 610,NVidia,Jaton,2.0,GDDR3
1368,GeForce 610,NVidia,MSI,1.0,GDDR3
1369,GeForce 610,NVidia,MSI,2.0,GDDR3
1370,GeForce 610,NVidia,Palit,1.0,GDDR3
1371,GeForce 610,NVidia,PNY,1.0,GDDR3
1372,GeForce 610,NVidia,Sparkle,1.0,GDDR3
1373,GeForce 610,NVidia,Sparkle,2.0,GDDR3
1374,GeForce 610,NVidia,XFX,1.0,GDDR3
1375,GeForce 610,NVidia,XFX,2.0,GDDR3
1376,GeForce 610,NVidia,Zotac,0.5,GDDR3
1377,GeForce 610,NVidia,Zotac,1.0,GDDR3
1378,GeForce 610,NVidia,Zotac,2.0,GDDR3
1379,GeForce 620,NVidia,Asus,1.0,GDDR3
1380,GeForce 620,NVidia,ECS Elitegroup,1.0,GDDR3
1381,GeForce 620,NVidia,ECS Elitegroup,2.0,GDDR3
1382,GeForce 620,NVidia,EVGA,1.0,GDDR3
1383,GeForce 620,NVidia,EVGA,2.0,GDDR3
1384,GeForce 620,NVidia,Gainward,1.0,GDDR3
1385,GeForce 620,NVidia,GALAX,2.0,GDDR3
1386,GeForce 620,NVidia,Gigabyte,1.0,GDDR3
1387,GeForce 620,NVidia,MSI,1.0,GDDR3
1388,GeForce 620,NVidia,MSI,2.0,GDDR3
1389,GeForce 620,NVidia,Palit,2.0,GDDR3
1390,GeForce 620,NVidia,PNY,1.0,GDDR3
1391,GeForce 620,NVidia,XFX,1.0,GDDR3
1392,GeForce 620,NVidia,XFX,2.0,GDDR3
1393,GeForce 620,NVidia,Zotac,1.0,GDDR3
1394,GeForce 620,NVidia,Zotac,2.0,GDDR3
1395,GeForce 6200,NVidia,MSI,0.0625,GDDR
1396,GeForce 630,NVidia,Asus,2.0,GDDR3
1397,GeForce 630,NVidia,Asus,4.0,GDDR3
1398,GeForce 630,NVidia,ECS Elitegroup,1.0,GDDR3
1399,GeForce 630,NVidia,EVGA,1.0,GDDR3
1400,GeForce 630,NVidia,EVGA,1.0,GDDR5
1401,GeForce 630,NVidia,EVGA,2.0,GDDR3
1402,GeForce 630,NVidia,Gainward,1.0,GDDR3
1403,GeForce 630,NVidia,Gainward,2.0,GDDR3
1404,GeForce 630,NVidia,GALAX,1.0,GDDR3
1405,GeForce 630,NVidia,Gigabyte,1.0,GDDR3
1406,GeForce 630,NVidia,Gigabyte,2.0,GDDR3
1407,GeForce 630,NVidia,HP,2.0,GDDR3
1408,GeForce 630,NVidia,Inno3D,4.0,GDDR3
1409,GeForce 630,NVidia,Jaton,1.0,GDDR3
1410,GeForce 630,NVidia,Jaton,2.0,GDDR3
1411,GeForce 630,NVidia,MSI,1.0,GDDR3
1412,GeForce 630,NVidia,MSI,2.0,GDDR3
1413,GeForce 630,NVidia,MSI,4.0,GDDR3
1414,GeForce 630,NVidia,Palit,2.0,GDDR3
1415,GeForce 630,NVidia,PNY,1.0,GDDR3
1416,GeForce 630,NVidia,PNY,2.0,GDDR3
1417,GeForce 630,NVidia,Sparkle,1.0,GDDR3
1418,GeForce 630,NVidia,Sparkle,2.0,GDDR3
1419,GeForce 630,NVidia,Sparkle,4.0,GDDR3
1420,GeForce 630,NVidia,XFX,1.0,GDDR3
1421,GeForce 630,NVidia,XFX,2.0,GDDR3
1422,GeForce 630,NVidia,Zotac,1.0,GDDR3
1423,GeForce 630,NVidia,Zotac,2.0,GDDR3
1424,GeForce 630,NVidia,Zotac,4.0,GDDR3
1425,GeForce 640,NVidia,Asus,1.0,GDDR3
1426,GeForce 640,NVidia,Asus,1.0,GDDR5
1427,GeForce 640,NVidia,Asus,2.0,GDDR3
1428,GeForce 640,NVidia,ECS Elitegroup,2.0,GDDR3
1429,GeForce 640,NVidia,EVGA,1.0,GDDR5
1430,GeForce 640,NVidia,EVGA,2.0,GDDR3
1431,GeForce 640,NVidia,EVGA,4.0,GDDR3
1432,GeForce 640,NVidia,Gainward,1.0,GDDR3
1433,GeForce 640,NVidia,Gainward,2.0,GDDR3
1434,GeForce 640,NVidia,GALAX,1.0,GDDR3
1435,GeForce 640,NVidia,GALAX,2.0,GDDR3
1436,GeForce 640,NVidia,Gigabyte,1.0,GDDR5
1437,GeForce 640,NVidia,Gigabyte,2.0,GDDR3
1438,GeForce 640,NVidia,MSI,1.0,GDDR3
1439,GeForce 640,NVidia,MSI,1.0,GDDR5
1440,GeForce 640,NVidia,MSI,2.0,GDDR3
1441,GeForce 640,NVidia,MSI,4.0,GDDR3
1442,GeForce 640,NVidia,Palit,1.0,GDDR3
1443,GeForce 640,NVidia,Palit,2.0,GDDR3
1444,GeForce 640,NVidia,PNY,1.0,GDDR3
1445,GeForce 640,NVidia,PNY,2.0,GDDR3
1446,GeForce 640,NVidia,Sparkle,1.0,GDDR3
1447,GeForce 640,NVidia,Sparkle,2.0,GDDR3
1448,GeForce 640,NVidia,XFX,2.0,GDDR3
1449,GeForce 640,NVidia,Zotac,1.0,GDDR3
1450,GeForce 640,NVidia,Zotac,1.0,GDDR5
1451,GeForce 640,NVidia,Zotac,2.0,GDDR3
1452,GeForce 640,NVidia,Zotac,2.0,GDDR5
1453,GeForce 650,NVidia,Asus,1.0,GDDR5
1454,GeForce 650,NVidia,Asus,2.0,GDDR5
1455,GeForce 650,NVidia,EVGA,1.0,GDDR5
1456,GeForce 650,NVidia,EVGA,2.0,GDDR5
1457,GeForce 650,NVidia,Gainward,1.0,GDDR5
1458,GeForce 650,NVidia,Gainward,2.0,GDDR5
1459,GeForce 650,NVidia,GALAX,1.0,GDDR5
1460,GeForce 650,NVidia,Gigabyte,1.0,GDDR5
1461,GeForce 650,NVidia,Gigabyte,2.0,GDDR5
1462,GeForce 650,NVidia,Gigabyte,4.0,GDDR5
1463,GeForce 650,NVidia,MSI,1.0,GDDR5
1464,GeForce 650,NVidia,MSI,2.0,GDDR5
1465,GeForce 650,NVidia,Palit,2.0,GDDR5
1466,GeForce 650,NVidia,PNY,1.0,GDDR5
1467,GeForce 650,NVidia,PNY,2.0,GDDR5
1468,GeForce 650,NVidia,Sparkle,1.0,GDDR5
1469,GeForce 650,NVidia,Zotac,1.0,GDDR5
1470,GeForce 650,NVidia,Zotac,2.0,GDDR5
1471,GeForce 650 Ti,NVidia,Asus,1.0,GDDR5
1472,GeForce 650 Ti,NVidia,Asus,2.0,GDDR5
1473,GeForce 650 Ti,NVidia,ECS Elitegroup,1.0,GDDR5
1474,GeForce 650 Ti,NVidia,EVGA,1.0,GDDR5
1475,GeForce 650 Ti,NVidia,EVGA,2.0,GDDR5
1476,GeForce 650 Ti,NVidia,Gainward,1.0,GDDR5
1477,GeForce 650 Ti,NVidia,Gainward,2.0,GDDR5
1478,GeForce 650 Ti,NVidia,GALAX,1.0,GDDR5
1479,GeForce 650 Ti,NVidia,GALAX,2.0,GDDR5
1480,GeForce 650 Ti,NVidia,Gigabyte,1.0,GDDR5
1481,GeForce 650 Ti,NVidia,Gigabyte,2.0,GDDR5
1482,GeForce 650 Ti,NVidia,MSI,1.0,GDDR5
1483,GeForce 650 Ti,NVidia,MSI,2.0,GDDR5
1484,GeForce 650 Ti,NVidia,PNY,1.0,GDDR5
1485,GeForce 650 Ti,NVidia,PNY,2.0,GDDR5
1486,GeForce 650 Ti,NVidia,Sparkle,1.0,GDDR5
1487,GeForce 650 Ti,NVidia,Zotac,1.0,GDDR5
1488,GeForce 650 Ti,NVidia,Zotac,2.0,GDDR5
1489,GeForce 660,NVidia,Asus,2.0,GDDR5
1490,GeForce 660,NVidia,Club 3D,2.0,GDDR5
1491,GeForce 660,NVidia,EVGA,2.0,GDDR5
1492,GeForce 660,NVidia,EVGA,3.0,GDDR5
1493,GeForce 660,NVidia,Gainward,2.0,GDDR5
1494,GeForce 660,NVidia,GALAX,2.0,GDDR5
1495,GeForce 660,NVidia,Gigabyte,2.0,GDDR5
1496,GeForce 660,NVidia,Gigabyte,3.0,GDDR5
1497,GeForce 660,NVidia,MSI,2.0,GDDR5
1498,GeForce 660,NVidia,Palit,2.0,GDDR5
1499,GeForce 660,NVidia,PNY,2.0,GDDR5
1500,GeForce 660,NVidia,Sparkle,2.0,GDDR5
1501,GeForce 660,NVidia,Zotac,2.0,GDDR5
1502,GeForce 660 Ti,NVidia,Asus,2.0,GDDR5
1503,GeForce 660 Ti,NVidia,Asus,3.0,GDDR5
1504,GeForce 660 Ti,NVidia,EVGA,2.0,GDDR5
1505,GeForce 660 Ti,NVidia,EVGA,3.0,GDDR5
1506,GeForce 660 Ti,NVidia,Gainward,2.0,GDDR5
1507,GeForce 660 Ti,NVidia,GALAX,2.0,GDDR5
1508,GeForce 660 Ti,NVidia,GALAX,3.0,GDDR5
1509,GeForce 660 Ti,NVidia,Gigabyte,2.0,GDDR5
1510,GeForce 660 Ti,NVidia,Gigabyte,3.0,GDDR5
1511,GeForce 660 Ti,NVidia,MSI,2.0,GDDR5
1512,GeForce 660 Ti,NVidia,Palit,2.0,GDDR5
1513,GeForce 660 Ti,NVidia,PNY,2.0,GDDR5
1514,GeForce 660 Ti,NVidia,Sparkle,2.0,GDDR5
1515,GeForce 660 Ti,NVidia,Zotac,2.0,GDDR5
1516,GeForce 670,NVidia,Asus,2.0,GDDR5
1517,GeForce 670,NVidia,Asus,4.0,GDDR5
1518,GeForce 670,NVidia,EVGA,2.0,GDDR5
1519,GeForce 670,NVidia,EVGA,4.0,GDDR5
1520,GeForce 670,NVidia,Gainward,2.0,GDDR5
1521,GeForce 670,NVidia,GALAX,2.0,GDDR5
1522,GeForce 670,NVidia,GALAX,4.0,GDDR5
1523,GeForce 670,NVidia,Gigabyte,2.0,GDDR5
1524,GeForce 670,NVidia,Gigabyte,4.0,GDDR5
1525,GeForce 670,NVidia,Inno3D,4.0,GDDR5
1526,GeForce 670,NVidia,MSI,2.0,GDDR5
1527,GeForce 670,NVidia,Palit,2.0,GDDR5
1528,GeForce 670,NVidia,PNY,2.0,GDDR5
1529,GeForce 670,NVidia,Sparkle,2.0,GDDR5
1530,GeForce 670,NVidia,Zotac,2.0,GDDR5
1531,GeForce 670,NVidia,Zotac,4.0,GDDR5
1532,GeForce 680,NVidia,Asus,2.0,GDDR5
1533,GeForce 680,NVidia,Asus,4.0,GDDR5
1534,GeForce 680,NVidia,EVGA,2.0,GDDR5
1535,GeForce 680,NVidia,EVGA,4.0,GDDR5
1536,GeForce 680,NVidia,Gainward,2.0,GDDR5
1537,GeForce 680,NVidia,Gainward,4.0,GDDR5
1538,GeForce 680,NVidia,GALAX,2.0,GDDR5
1539,GeForce 680,NVidia,GALAX,4.0,GDDR5
1540,GeForce 680,NVidia,Gigabyte,2.0,GDDR5
1541,GeForce 680,NVidia,Gigabyte,4.0,GDDR5
1542,GeForce 680,NVidia,Inno3D,2.0,GDDR5
1543,GeForce 680,NVidia,Leadtek,2.0,GDDR5
1544,GeForce 680,NVidia,MSI,2.0,GDDR5
1545,GeForce 680,NVidia,MSI,4.0,GDDR5
1546,GeForce 680,NVidia,PNY,2.0,GDDR5
1547,GeForce 680,NVidia,PNY,4.0,GDDR5
1548,GeForce 680,NVidia,Sparkle,2.0,GDDR5
1549,GeForce 680,NVidia,Zotac,2.0,GDDR5
1550,GeForce 680,NVidia,Zotac,4.0,GDDR5
1551,GeForce 690,NVidia,Asus,4.0,GDDR5
1552,GeForce 690,NVidia,EVGA,4.0,GDDR5
1553,GeForce 690,NVidia,Gainward,4.0,GDDR5
1554,GeForce 690,NVidia,Gigabyte,4.0,GDDR5
1555,GeForce 710,NVidia,Asus,1.0,GDDR3
1556,GeForce 710,NVidia,Asus,1.0,GDDR5
1557,GeForce 710,NVidia,Asus,2.0,GDDR3
1558,GeForce 710,NVidia,Asus,2.0,GDDR5
1559,GeForce 710,NVidia,EVGA,1.0,GDDR3
1560,GeForce 710,NVidia,EVGA,2.0,GDDR3
1561,GeForce 710,NVidia,EVGA,2.0,GDDR5
1562,GeForce 710,NVidia,Gainward,1.0,GDDR3
1563,GeForce 710,NVidia,Gainward,2.0,GDDR3
1564,GeForce 710,NVidia,GALAX,1.0,GDDR3
1565,GeForce 710,NVidia,GALAX,2.0,GDDR3
1566,GeForce 710,NVidia,Gigabyte,1.0,GDDR3
1567,GeForce 710,NVidia,Gigabyte,1.0,GDDR5
1568,GeForce 710,NVidia,Gigabyte,2.0,GDDR3
1569,GeForce 710,NVidia,Gigabyte,2.0,GDDR5
1570,GeForce 710,NVidia,Inno3D,1.0,GDDR3
1571,GeForce 710,NVidia,Inno3D,2.0,GDDR3
1572,GeForce 710,NVidia,MSI,1.0,GDDR3
1573,GeForce 710,NVidia,MSI,2.0,GDDR3
1574,GeForce 710,NVidia,Palit,1.0,GDDR3
1575,GeForce 710,NVidia,Palit,2.0,GDDR3
1576,GeForce 710,NVidia,PNY,1.0,GDDR3
1577,GeForce 710,NVidia,PNY,2.0,GDDR3
1578,GeForce 710,NVidia,Zotac,1.0,GDDR3
1579,GeForce 710,NVidia,Zotac,2.0,GDDR3
1580,GeForce 720,NVidia,Asus,1.0,GDDR3
1581,GeForce 720,NVidia,Asus,2.0,GDDR3
1582,GeForce 720,NVidia,EVGA,1.0,GDDR3
1583,GeForce 720,NVidia,EVGA,2.0,GDDR3
1584,GeForce 720,NVidia,Gigabyte,1.0,GDDR3
1585,GeForce 720,NVidia,MSI,1.0,GDDR3
1586,GeForce 720,NVidia,MSI,1.0,GDDR5
1587,GeForce 720,NVidia,MSI,2.0,GDDR3
1588,GeForce 720,NVidia,MSI,2.0,GDDR5
1589,GeForce 720,NVidia,Palit,1.0,GDDR3
1590,GeForce 720,NVidia,Palit,2.0,GDDR3
1591,GeForce 720,NVidia,PNY,1.0,GDDR3
1592,GeForce 720,NVidia,Zotac,1.0,GDDR3
1593,GeForce 720,NVidia,Zotac,2.0,GDDR3
1594,GeForce 7200,NVidia,EVGA,0.25,GDDR2
1595,GeForce 7200,NVidia,EVGA,0.5,GDDR2
1596,GeForce 7200,NVidia,Zotac,0.25,GDDR2
1597,GeForce 730,NVidia,Asus,1.0,GDDR3
1598,GeForce 730,NVidia,Asus,1.0,GDDR5
1599,GeForce 730,NVidia,Asus,2.0,GDDR3
1600,GeForce 730,NVidia,Asus,2.0,GDDR5
1601,GeForce 730,NVidia,Asus,4.0,GDDR3
1602,GeForce 730,NVidia,EVGA,1.0,GDDR3
1603,GeForce 730,NVidia,EVGA,1.0,GDDR5
1604,GeForce 730,NVidia,EVGA,2.0,GDDR3
1605,GeForce 730,NVidia,EVGA,2.0,GDDR5
1606,GeForce 730,NVidia,EVGA,4.0,GDDR3
1607,GeForce 730,NVidia,Gainward,1.0,GDDR3
1608,GeForce 730,NVidia,Gainward,2.0,GDDR3
1609,GeForce 730,NVidia,Gainward,2.0,GDDR5
1610,GeForce 730,NVidia,Gainward,4.0,GDDR5
1611,GeForce 730,NVidia,GALAX,1.0,GDDR5
1612,GeForce 730,NVidia,Gigabyte,1.0,GDDR3
1613,GeForce 730,NVidia,Gigabyte,1.0,GDDR5
1614,GeForce 730,NVidia,Gigabyte,2.0,GDDR3
1615,GeForce 730,NVidia,Gigabyte,2.0,GDDR5
1616,GeForce 730,NVidia,Inno3D,1.0,GDDR3
1617,GeForce 730,NVidia,Inno3D,1.0,GDDR5
1618,GeForce 730,NVidia,Inno3D,2.0,GDDR3
1619,GeForce 730,NVidia,Inno3D,2.0,GDDR5
1620,GeForce 730,NVidia,Inno3D,4.0,GDDR3
1621,GeForce 730,NVidia,MSI,1.0,GDDR5
1622,GeForce 730,NVidia,MSI,2.0,GDDR3
1623,GeForce 730,NVidia,MSI,2.0,GDDR5
1624,GeForce 730,NVidia,MSI,4.0,GDDR3
1625,GeForce 730,NVidia,Palit,1.0,GDDR3
1626,GeForce 730,NVidia,Palit,2.0,GDDR3
1627,GeForce 730,NVidia,Palit,2.0,GDDR5
1628,GeForce 730,NVidia,Palit,4.0,GDDR3
1629,GeForce 730,NVidia,Palit,4.0,GDDR5
1630,GeForce 730,NVidia,PNY,1.0,GDDR3
1631,GeForce 730,NVidia,PNY,2.0,GDDR3
1632,GeForce 730,NVidia,Zotac,1.0,GDDR3
1633,GeForce 730,NVidia,Zotac,1.0,GDDR5
1634,GeForce 730,NVidia,Zotac,2.0,GDDR3
1635,GeForce 730,NVidia,Zotac,2.0,GDDR5
1636,GeForce 730,NVidia,Zotac,4.0,GDDR3
1637,GeForce 730,NVidia,Zotac,4.0,GDDR5
1638,GeForce 7300,NVidia,Albatron,0.125,GDDR2
1639,GeForce 7300,NVidia,Gigabyte,0.125,GDDR2
1640,GeForce 7300,NVidia,Inno3D,0.25,GDDR2
1641,GeForce 740,NVidia,Asus,1.0,GDDR5
1642,GeForce 740,NVidia,Asus,2.0,GDDR3
1643,GeForce 740,NVidia,Asus,2.0,GDDR5
1644,GeForce 740,NVidia,EVGA,1.0,GDDR5
1645,GeForce 740,NVidia,EVGA,2.0,GDDR3
1646,GeForce 740,NVidia,EVGA,2.0,GDDR5
1647,GeForce 740,NVidia,EVGA,4.0,GDDR3
1648,GeForce 740,NVidia,EVGA,4.0,GDDR5
1649,GeForce 740,NVidia,Gainward,1.0,GDDR5
1650,GeForce 740,NVidia,GALAX,1.0,GDDR5
