gpu_code,processor,processor_manufacturer,brand,memory,memory_type
1651,GeForce 740,NVidia,Gigabyte,1.0,GDDR5
1652,GeForce 740,NVidia,Gigabyte,2.0,GDDR3
1653,GeForce 740,NVidia,Gigabyte,2.0,GDDR5
1654,GeForce 740,NVidia,MSI,1.0,GDDR5
1655,GeForce 740,NVidia,MSI,2.0,GDDR3
1656,GeForce 740,NVidia,MSI,2.0,GDDR5
1657,GeForce 740,NVidia,MSI,4.0,GDDR3
1658,GeForce 740,NVidia,Palit,2.0,GDDR3
1659,GeForce 740,NVidia,PNY,1.0,GDDR3
1660,GeForce 740,NVidia,Zotac,1.0,GDDR5
1661,GeForce 740,NVidia,Zotac,2.0,GDDR3
1662,GeForce 740,NVidia,Zotac,2.0,GDDR5
1663,GeForce 750,NVidia,Asus,1.0,GDDR5
1664,GeForce 750,NVidia,Asus,2.0,GDDR5
1665,GeForce 750,NVidia,Asus,4.0,GDDR5
1666,GeForce 750,NVidia,EVGA,1.0,GDDR5
1667,GeForce 750,NVidia,EVGA,2.0,GDDR5
1668,GeForce 750,NVidia,Gainward,1.0,GDDR5
1669,GeForce 750,NVidia,GALAX,2.0,GDDR5
1670,GeForce 750,NVidia,Gigabyte,1.0,GDDR5
1671,GeForce 750,NVidia,Gigabyte,2.0,GDDR5
1672,GeForce 750,NVidia,Inno3D,1.0,GDDR5
1673,GeForce 750,NVidia,MSI,1.0,GDDR5
1674,GeForce 750,NVidia,MSI,2.0,GDDR5
1675,GeForce 750,NVidia,Palit,2.0,GDDR5
1676,GeForce 750,NVidia,PNY,1.0,GDDR5
1677,GeForce 750,NVidia,Zotac,1.0,GDDR5
1678,GeForce 750,NVidia,Zotac,2.0,GDDR5
1679,GeForce 750 Ti,NVidia,Asus,2.0,GDDR5
1680,GeForce 750 Ti,NVidia,Asus,4.0,GDDR5
1681,GeForce 750 Ti,NVidia,EVGA,2.0,GDDR5
1682,GeForce 750 Ti,NVidia,GALAX,2.0,GDDR5
1683,GeForce 750 Ti,NVidia,Gigabyte,1.0,GDDR5
1684,GeForce 750 Ti,NVidia,Gigabyte,2.0,GDDR5
1685,GeForce 750 Ti,NVidia,Gigabyte,4.0,GDDR5
1686,GeForce 750 Ti,NVidia,Inno3D,2.0,GDDR5
1687,GeForce 750 Ti,NVidia,KFA2,2.0,GDDR5
1688,GeForce 750 Ti,NVidia,MSI,2.0,GDDR5
1689,GeForce 750 Ti,NVidia,Palit,2.0,GDDR5
1690,GeForce 750 Ti,NVidia,PNY,2.0,GDDR5
1691,GeForce 750 Ti,NVidia,Zotac,1.0,GDDR5
1692,GeForce 750 Ti,NVidia,Zotac,2.0,GDDR5
1693,GeForce 760,NVidia,Asus,2.0,GDDR5
1694,GeForce 760,NVidia,Asus,4.0,GDDR5
1695,GeForce 760,NVidia,EVGA,2.0,GDDR5
1696,GeForce 760,NVidia,EVGA,4.0,GDDR5
1697,GeForce 760,NVidia,Gainward,2.0,GDDR5
1698,GeForce 760,NVidia,GALAX,2.0,GDDR5
1699,GeForce 760,NVidia,Gigabyte,2.0,GDDR5
1700,GeForce 760,NVidia,Gigabyte,4.0,GDDR5
1701,GeForce 760,NVidia,Inno3D,2.0,GDDR5
1702,GeForce 760,NVidia,KFA2,2.0,GDDR5
1703,GeForce 760,NVidia,MSI,2.0,GDDR5
1704,GeForce 760,NVidia,MSI,4.0,GDDR5
1705,GeForce 760,NVidia,Palit,2.0,GDDR5
1706,GeForce 760,NVidia,PNY,2.0,GDDR5
1707,GeForce 760,NVidia,Zotac,2.0,GDDR5
1708,GeForce 760,NVidia,Zotac,4.0,GDDR5
1709,GeForce 7600,NVidia,Asus,0.25,GDDR
1710,GeForce 7600,NVidia,Asus,0.5,GDDR2
1711,GeForce 7600,NVidia,EVGA,0.5,GDDR2
1712,GeForce 7600,NVidia,Gainward,0.25,GDDR3
1713,GeForce 7600,NVidia,Gigabyte,0.25,GDDR2
1714,GeForce 7600,NVidia,Inno3D,0.25,GDDR3
1715,GeForce 7600,NVidia,Jetway,0.25,GDDR2
1716,GeForce 7600,NVidia,Jetway,0.25,GDDR3
1717,GeForce 7600,NVidia,Jetway,0.5,GDDR2
1718,GeForce 7600,NVidia,MSI,0.25,GDDR3
1719,GeForce 7600,NVidia,Sparkle,0.25,GDDR2
1720,GeForce 7600,NVidia,Sparkle,0.25,GDDR3
1721,GeForce 7600,NVidia,XFX,0.25,GDDR3
1722,GeForce 770,NVidia,AMD,2.0,GDDR5
1723,GeForce 770,NVidia,Asus,2.0,GDDR5
1724,GeForce 770,NVidia,Asus,4.0,GDDR5
1725,GeForce 770,NVidia,EVGA,2.0,GDDR5
1726,GeForce 770,NVidia,EVGA,4.0,GDDR5
1727,GeForce 770,NVidia,Gainward,2.0,GDDR5
1728,GeForce 770,NVidia,Gainward,4.0,GDDR5
1729,GeForce 770,NVidia,GALAX,2.0,GDDR5
1730,GeForce 770,NVidia,GALAX,4.0,GDDR5
1731,GeForce 770,NVidia,Gigabyte,2.0,GDDR5
1732,GeForce 770,NVidia,Gigabyte,4.0,GDDR5
1733,GeForce 770,NVidia,Inno3D,2.0,GDDR5
1734,GeForce 770,NVidia,KFA2,2.0,GDDR5
1735,GeForce 770,NVidia,MSI,2.0,GDDR5
1736,GeForce 770,NVidia,MSI,4.0,GDDR5
1737,GeForce 770,NVidia,NVidia,2.0,GDDR5
1738,GeForce 770,NVidia,Palit,2.0,GDDR5
1739,GeForce 770,NVidia,PNY,2.0,GDDR5
1740,GeForce 770,NVidia,PNY,4.0,GDDR5
1741,GeForce 770,NVidia,Zotac,2.0,GDDR5
1742,GeForce 770,NVidia,Zotac,4.0,GDDR5
1743,GeForce 780,NVidia,Asus,3.0,GDDR5
1744,GeForce 780,NVidia,Asus,6.0,GDDR5
1745,GeForce 780,NVidia,EVGA,3.0,GDDR5
1746,GeForce 780,NVidia,Gainward,3.0,GDDR5
1747,GeForce 780,NVidia,Gainward,6.0,GDDR5
1748,GeForce 780,NVidia,GALAX,3.0,GDDR5
1749,GeForce 780,NVidia,Gigabyte,3.0,GDDR5
1750,GeForce 780,NVidia,KFA2,3.0,GDDR5
1751,GeForce 780,NVidia,MSI,3.0,GDDR5
1752,GeForce 780,NVidia,MSI,6.0,GDDR5
1753,GeForce 780,NVidia,Palit,3.0,GDDR5
1754,GeForce 780,NVidia,PNY,3.0,GDDR5
1755,GeForce 780,NVidia,Zotac,3.0,GDDR5
1756,GeForce 780 Ti,NVidia,Asus,3.0,GDDR5
1757,GeForce 780 Ti,NVidia,EVGA,3.0,GDDR5
1758,GeForce 780 Ti,NVidia,Gainward,3.0,GDDR5
1759,GeForce 780 Ti,NVidia,GALAX,3.0,GDDR5
1760,GeForce 780 Ti,NVidia,Gigabyte,3.0,GDDR5
1761,GeForce 780 Ti,NVidia,KFA2,3.0,GDDR5
1762,GeForce 780 Ti,NVidia,MSI,3.0,GDDR5
1763,GeForce 780 Ti,NVidia,PNY,3.0,GDDR5
1764,GeForce 780 Ti,NVidia,Zotac,3.0,GDDR5
1765,GeForce 7900,NVidia,Asus,0.25,GDDR3
1766,GeForce 7900,NVidia,Point of View,0.5,GDDR3
1767,GeForce 7900,NVidia,Sparkle,0.25,GDDR3
1768,GeForce 7900,NVidia,XFX,0.25,GDDR3
1769,GeForce 7950,NVidia,EVGA,0.5,GDDR3
1770,GeForce 7950,NVidia,Gainward,0.5,GDDR3
1771,GeForce 7950,NVidia,Gigabyte,0.5,GDDR3
1772,GeForce 7950,NVidia,Inno3D,0.5,GDDR3
1773,GeForce 7950,NVidia,XFX,0.25,GDDR3
1774,GeForce 8400,NVidia,Asus,0.5,GDDR2
1775,GeForce 8400,NVidia,Asus,1.0,GDDR3
1776,GeForce 8400,NVidia,BFG Technologies,0.5,GDDR
1777,GeForce 8400,NVidia,ECS Elitegroup,0.5,GDDR2
1778,GeForce 8400,NVidia,ECS Elitegroup,1.0,GDDR2
1779,GeForce 8400,NVidia,EVGA,0.25,GDDR
1780,GeForce 8400,NVidia,EVGA,0.5,GDDR2
1781,GeForce 8400,NVidia,EVGA,0.5,GDDR3
1782,GeForce 8400,NVidia,EVGA,1.0,GDDR3
1783,GeForce 8400,NVidia,Gainward,0.25,GDDR2
1784,GeForce 8400,NVidia,Gainward,0.5,GDDR3
1785,GeForce 8400,NVidia,Gainward,1.0,GDDR3
1786,GeForce 8400,NVidia,GALAX,0.5,GDDR3
1787,GeForce 8400,NVidia,Gigabyte,0.25,GDDR2
1788,GeForce 8400,NVidia,Gigabyte,0.5,GDDR3
1789,GeForce 8400,NVidia,Inno3D,0.25,GDDR2
1790,GeForce 8400,NVidia,MSI,0.25,GDDR2
1791,GeForce 8400,NVidia,MSI,0.5,GDDR2
1792,GeForce 8400,NVidia,MSI,1.0,GDDR3
1793,GeForce 8400,NVidia,PNY,0.5,GDDR2
1794,GeForce 8400,NVidia,PNY,0.5,GDDR3
1795,GeForce 8400,NVidia,Sparkle,0.5,GDDR2
1796,GeForce 8400,NVidia,XFX,0.25,GDDR2
1797,GeForce 8400,NVidia,XFX,0.5,GDDR2
1798,GeForce 8400,NVidia,XpertVision,0.25,GDDR2
1799,GeForce 8400,NVidia,Zotac,0.25,GDDR3
1800,GeForce 8400,NVidia,Zotac,0.5,GDDR2
1801,GeForce 8400,NVidia,Zotac,1.0,GDDR3
1802,GeForce 8500,NVidia,Asus,0.25,GDDR2
1803,GeForce 8500,NVidia,Biostar,0.25,GDDR2
1804,GeForce 8500,NVidia,EVGA,0.5,GDDR
1805,GeForce 8500,NVidia,Inno3D,0.5,GDDR2
1806,GeForce 8500,NVidia,Sparkle,0.5,GDDR2
1807,GeForce 8500,NVidia,XFX,0.25,GDDR2
1808,GeForce 8500,NVidia,XFX,0.5,GDDR2
1809,GeForce 8500,NVidia,XFX,1.0,GDDR2
1810,GeForce 8600,NVidia,Asus,0.25,GDDR3
1811,GeForce 8600,NVidia,BFG Technologies,0.5,GDDR3
1812,GeForce 8600,NVidia,EVGA,0.25,GDDR3
1813,GeForce 8600,NVidia,EVGA,0.5,GDDR
1814,GeForce 8600,NVidia,Gigabyte,0.3125,GDDR3
1815,GeForce 8600,NVidia,Gigabyte,0.5,GDDR2
1816,GeForce 8600,NVidia,MSI,0.25,GDDR2
1817,GeForce 8600,NVidia,MSI,0.25,GDDR3
1818,GeForce 8600,NVidia,Sparkle,0.5,GDDR2
1819,GeForce 8600,NVidia,XFX,0.25,GDDR3
1820,GeForce 8600,NVidia,XFX,0.5,GDDR2
1821,GeForce 8600,NVidia,XpertVision,0.5,GDDR2
1822,GeForce 8600,NVidia,XpertVision,0.5,GDDR3
1823,GeForce 8800,NVidia,Albatron,0.625,GDDR3
1824,GeForce 8800,NVidia,Asus,0.3125,GDDR3
1825,GeForce 8800,NVidia,Asus,0.375,GDDR3
1826,GeForce 8800,NVidia,Asus,0.75,GDDR3
1827,GeForce 8800,NVidia,BFG Technologies,0.5,GDDR3
1828,GeForce 8800,NVidia,BFG Technologies,0.75,GDDR3
1829,GeForce 8800,NVidia,EVGA,0.5,GDDR3
1830,GeForce 8800,NVidia,EVGA,0.625,GDDR3
1831,GeForce 8800,NVidia,EVGA,0.75,GDDR3
1832,GeForce 8800,NVidia,Gainward,0.625,GDDR3
1833,GeForce 8800,NVidia,Gainward,0.75,GDDR3
1834,GeForce 8800,NVidia,Gigabyte,0.25,GDDR3
1835,GeForce 8800,NVidia,Gigabyte,0.5,GDDR3
1836,GeForce 8800,NVidia,Gigabyte,0.625,GDDR3
1837,GeForce 8800,NVidia,Gigabyte,0.75,GDDR3
1838,GeForce 8800,NVidia,Inno3D,0.5,GDDR3
1839,GeForce 8800,NVidia,Inno3D,0.625,GDDR3
1840,GeForce 8800,NVidia,Inno3D,0.75,GDDR3
1841,GeForce 8800,NVidia,MSI,0.5,GDDR3
1842,GeForce 8800,NVidia,MSI,0.75,GDDR3
1843,GeForce 8800,NVidia,Palit,0.5,GDDR3
1844,GeForce 8800,NVidia,Sparkle,0.5,GDDR3
1845,GeForce 8800,NVidia,Sparkle,0.75,GDDR3
1846,GeForce 8800,NVidia,Sparkle,1.0,GDDR3
1847,GeForce 8800,NVidia,XFX,0.375,GDDR3
1848,GeForce 8800,NVidia,XFX,0.5,GDDR3
1849,GeForce 8800,NVidia,XFX,0.625,GDDR3
1850,GeForce 8800,NVidia,XFX,0.75,GDDR3
1851,GeForce 8800,NVidia,XpertVision,0.5,GDDR3
1852,GeForce 8800,NVidia,XpertVision,0.625,GDDR3
1853,GeForce 9400,NVidia,Asus,0.5,GDDR2
1854,GeForce 9400,NVidia,BFG Technologies,0.5,GDDR2
1855,GeForce 9400,NVidia,EVGA,0.5,GDDR2
1856,GeForce 9400,NVidia,EVGA,1.0,GDDR2
1857,GeForce 9400,NVidia,XFX,0.5,GDDR2
1858,GeForce 9400,NVidia,XFX,1.0,GDDR2
1859,GeForce 950,NVidia,Asus,2.0,GDDR5
1860,GeForce 950,NVidia,EVGA,2.0,GDDR5
1861,GeForce 950,NVidia,Gainward,2.0,GDDR5
1862,GeForce 950,NVidia,GALAX,2.0,GDDR5
1863,GeForce 950,NVidia,Gigabyte,2.0,GDDR5
1864,GeForce 950,NVidia,Inno3D,2.0,GDDR5
1865,GeForce 950,NVidia,MSI,2.0,GDDR5
1866,GeForce 950,NVidia,Palit,2.0,GDDR5
1867,GeForce 950,NVidia,PNY,2.0,GDDR5
1868,GeForce 950,NVidia,Zotac,2.0,GDDR5
1869,GeForce 9500,NVidia,Asus,0.5,GDDR2
1870,GeForce 9500,NVidia,ECS Elitegroup,1.0,GDDR2
1871,GeForce 9500,NVidia,EVGA,1.0,GDDR3
1872,GeForce 9500,NVidia,Gainward,0.5,GDDR2
1873,GeForce 9500,NVidia,Palit,1.0,GDDR2
1874,GeForce 9500,NVidia,PNY,1.0,GDDR2
1875,GeForce 9500,NVidia,XFX,0.5,GDDR2
1876,GeForce 9500,NVidia,XFX,0.5,GDDR3
1877,GeForce 9500,NVidia,XFX,1.0,GDDR2
1878,GeForce 9500,NVidia,Zotac,0.5,GDDR2
1879,GeForce 960,NVidia,Asus,2.0,GDDR5
1880,GeForce 960,NVidia,Asus,4.0,GDDR5
1881,GeForce 960,NVidia,EVGA,2.0,GDDR5
1882,GeForce 960,NVidia,EVGA,4.0,GDDR5
1883,GeForce 960,NVidia,Gainward,2.0,GDDR5
1884,GeForce 960,NVidia,GALAX,2.0,GDDR5
1885,GeForce 960,NVidia,Gigabyte,2.0,GDDR5
1886,GeForce 960,NVidia,Gigabyte,4.0,GDDR5
1887,GeForce 960,NVidia,Inno3D,2.0,GDDR5
1888,GeForce 960,NVidia,KFA2,2.0,GDDR5
1889,GeForce 960,NVidia,MSI,2.0,GDDR5
1890,GeForce 960,NVidia,MSI,4.0,GDDR5
1891,GeForce 960,NVidia,Palit,2.0,GDDR5
1892,GeForce 960,NVidia,Palit,4.0,GDDR5
1893,GeForce 960,NVidia,PNY,2.0,GDDR5
1894,GeForce 960,NVidia,PNY,4.0,GDDR5
1895,GeForce 960,NVidia,Zogis,2.0,GDDR5
1896,GeForce 960,NVidia,Zotac,2.0,GDDR5
1897,GeForce 960,NVidia,Zotac,4.0,GDDR5
1898,GeForce 9600,NVidia,Asus,0.5,GDDR3
1899,GeForce 9600,NVidia,BFG Technologies,0.5,GDDR3
1900,GeForce 9600,NVidia,EVGA,0.5,GDDR3
1901,GeForce 9600,NVidia,EVGA,1.5,GDDR2
1902,GeForce 9600,NVidia,Gigabyte,0.5,GDDR3
1903,GeForce 9600,NVidia,MSI,1.0,GDDR
1904,GeForce 9600,NVidia,Sparkle,0.5,GDDR3
1905,GeForce 9600,NVidia,XpertVision,0.5,GDDR3
1906,GeForce 9600,NVidia,Zotac,0.5,GDDR3
1907,GeForce 970,NVidia,Asus,4.0,GDDR5
1908,GeForce 970,NVidia,EVGA,4.0,GDDR5
1909,GeForce 970,NVidia,Gainward,4.0,GDDR5
1910,GeForce 970,NVidia,GALAX,4.0,GDDR5
1911,GeForce 970,NVidia,Gigabyte,4.0,GDDR5
1912,GeForce 970,NVidia,Inno3D,4.0,GDDR5
1913,GeForce 970,NVidia,MSI,4.0,GDDR5
1914,GeForce 970,NVidia,NVidia,4.0,GDDR5
1915,GeForce 970,NVidia,OcUK,4.0,GDDR5
1916,GeForce 970,NVidia,Palit,4.0,GDDR5
1917,GeForce 970,NVidia,PNY,4.0,GDDR5
1918,GeForce 970,NVidia,Zogis,4.0,GDDR5
1919,GeForce 970,NVidia,Zotac,4.0,GDDR5
1920,GeForce 980,NVidia,AMD,4.0,GDDR5
1921,GeForce 980,NVidia,Asus,4.0,GDDR5
1922,GeForce 980,NVidia,EVGA,4.0,GDDR5
1923,GeForce 980,NVidia,Gainward,4.0,GDDR5
1924,GeForce 980,NVidia,GALAX,4.0,GDDR5
1925,GeForce 980,NVidia,Gigabyte,4.0,GDDR5
1926,GeForce 980,NVidia,Inno3D,4.0,GDDR5
1927,GeForce 980,NVidia,KFA2,4.0,GDDR5
1928,GeForce 980,NVidia,MSI,4.0,GDDR5
1929,GeForce 980,NVidia,NVidia,4.0,GDDR5
1930,GeForce 980,NVidia,OcUK,4.0,GDDR5
1931,GeForce 980,NVidia,Palit,4.0,GDDR5
1932,GeForce 980,NVidia,PNY,4.0,GDDR5
1933,GeForce 980,NVidia,Zogis,4.0,GDDR5
1934,GeForce 980,NVidia,Zotac,4.0,GDDR5
1935,GeForce 980 Ti,NVidia,AMD,6.0,GDDR5
1936,GeForce 980 Ti,NVidia,Asus,6.0,GDDR5
1937,GeForce 980 Ti,NVidia,EVGA,6.0,GDDR5
1938,GeForce 980 Ti,NVidia,GALAX,6.0,GDDR5
1939,GeForce 980 Ti,NVidia,Gigabyte,6.0,GDDR5
1940,GeForce 980 Ti,NVidia,Inno3D,6.0,GDDR5
1941,GeForce 980 Ti,NVidia,KFA2,6.0,GDDR5
1942,GeForce 980 Ti,NVidia,Manli,6.0,GDDR5
1943,GeForce 980 Ti,NVidia,MSI,6.0,GDDR5
1944,GeForce 980 Ti,NVidia,OcUK,6.0,GDDR5
1945,GeForce 980 Ti,NVidia,Palit,6.0,GDDR5
1946,GeForce 980 Ti,NVidia,PNY,6.0,GDDR5
1947,GeForce 980 Ti,NVidia,Zotac,6.0,GDDR5
1948,GeForce 9800,NVidia,Asus,0.5,GDDR3
1949,GeForce 9800,NVidia,BFG Technologies,0.5,GDDR3
1950,GeForce 9800,NVidia,BFG Technologies,1.0,GDDR3
1951,GeForce 9800,NVidia,EVGA,0.5,GDDR3
1952,GeForce 9800,NVidia,EVGA,1.0,GDDR3
1953,GeForce 9800,NVidia,Gigabyte,1.0,GDDR3
1954,GeForce 9800,NVidia,Sparkle,0.5,GDDR3
1955,GeForce 9800,NVidia,XFX,0.5,GDDR3
1956,GeForce 9800,NVidia,XpertVision,0.5,GDDR3
1957,GeForce 9800,NVidia,Zotac,0.5,GDDR3
1958,GeForce 9800,NVidia,Zotac,1.0,GDDR3
1959,GeForce Titan V,NVidia,NVidia,12.0,HBM2
1960,GeForce Titan X,NVidia,Asus,6.0,GDDR5
1961,GeForce Titan X,NVidia,Asus,12.0,GDDR5
1962,GeForce Titan X,NVidia,EVGA,6.0,GDDR5
1963,GeForce Titan X,NVidia,EVGA,12.0,GDDR5
1964,GeForce Titan X,NVidia,GALAX,12.0,GDDR5
1965,GeForce Titan X,NVidia,Gigabyte,6.0,GDDR5
1966,GeForce Titan X,NVidia,Gigabyte,12.0,GDDR5
1967,GeForce Titan X,NVidia,MSI,6.0,GDDR5
1968,GeForce Titan X,NVidia,MSI,12.0,GDDR5
1969,GeForce Titan X,NVidia,NVidia,12.0,GDDR5
1970,GeForce Titan X,NVidia,NVidia,12.0,GDDR5X
1971,GeForce Titan X,NVidia,OcUK,12.0,GDDR5
1972,GeForce Titan X,NVidia,Palit,12.0,GDDR5
1973,GeForce Titan X,NVidia,PNY,12.0,GDDR5
1974,GeForce Titan X,NVidia,Zotac,6.0,GDDR5
1975,GeForce Titan X,NVidia,Zotac,12.0,GDDR5
1976,Quadro 2000,NVidia,PNY,1.0,GDDR5
1977,Quadro 2000,NVidia,PNY,4.0,GDDR5
1978,Quadro 2000,NVidia,PNY,6.0,GDDR5
1979,Quadro 2000D,NVidia,PNY,1.0,GDDR5
1980,Quadro 400,NVidia,PNY,0.5,GDDR3
1981,Quadro 400,NVidia,PNY,0.5,GDDR5
1982,Quadro 400,NVidia,PNY,2.0,GDDR5
1983,Quadro 4000,NVidia,PNY,2.0,GDDR5
1984,Quadro 4000,NVidia,PNY,8.0,GDDR5
1985,Quadro 410,NVidia,HP,0.5,GDDR3
1986,Quadro 410,NVidia,Lenovo,0.5,GDDR3
1987,Quadro 410,NVidia,PNY,0.5,GDDR3
1988,Quadro 5000,NVidia,PNY,2.5,GDDR5
1989,Quadro 600,NVidia,PNY,1.0,GDDR3
1990,Quadro 600,NVidia,PNY,2.0,GDDR5
1991,Quadro 6000,NVidia,PNY,6.0,GDDR5
1992,Quadro FX1500,NVidia,PNY,0.25,GDDR3
1993,Quadro FX1700,NVidia,PNY,0.5,GDDR2
1994,Quadro FX1800,NVidia,PNY,0.75,GDDR3
1995,Quadro FX380,NVidia,PNY,0.25,GDDR3
1996,Quadro FX4800,NVidia,PNY,1.5,GDDR3
1997,Quadro FX5500,NVidia,PNY,1.0,GDDR2
1998,Quadro FX5600,NVidia,PNY,1.5,GDDR3
1999,Quadro FX570,NVidia,PNY,0.25,GDDR2
2000,Quadro FX580,NVidia,PNY,0.5,GDDR3
2001,Quadro FX5800,NVidia,PNY,4.0,GDDR3
2002,Quadro GP100,NVidia,PNY,16.0,HBM2
2003,Quadro K1200,NVidia,PNY,4.0,GDDR5
2004,Quadro K2000,NVidia,HP,2.0,GDDR5
2005,Quadro K2000,NVidia,Lenovo,2.0,GDDR5
2006,Quadro K2000,NVidia,PNY,2.0,GDDR5
2007,Quadro K2000D,NVidia,PNY,2.0,GDDR5
2008,Quadro K2200,NVidia,PNY,4.0,GDDR5
2009,Quadro K4000,NVidia,HP,3.0,GDDR5
2010,Quadro K4000,NVidia,NVidia,3.0,GDDR5
2011,Quadro K4000,NVidia,PNY,3.0,GDDR5
2012,Quadro K4000M,NVidia,HP,4.0,GDDR5
2013,Quadro K420,NVidia,PNY,1.0,GDDR3
2014,Quadro K420,NVidia,PNY,2.0,GDDR3
2015,Quadro K4200,NVidia,PNY,4.0,GDDR5
2016,Quadro K5000,NVidia,HP,4.0,GDDR5
2017,Quadro K5000,NVidia,PNY,4.0,GDDR5
2018,Quadro K5200,NVidia,PNY,8.0,GDDR5
2019,Quadro K600,NVidia,Dell,1.0,GDDR3
2020,Quadro K600,NVidia,HP,1.0,GDDR3
2021,Quadro K600,NVidia,PNY,1.0,GDDR3
2022,Quadro K6000,NVidia,PNY,12.0,GDDR5
2023,Quadro K620,NVidia,PNY,2.0,GDDR3
2024,Quadro M2000,NVidia,PNY,4.0,GDDR5
2025,Quadro M4000,NVidia,PNY,8.0,GDDR5
2026,Quadro M5000,NVidia,PNY,8.0,GDDR5
2027,Quadro M6000,NVidia,PNY,12.0,GDDR5
2028,Quadro M6000,NVidia,PNY,16.0,GDDR5
2029,Quadro M6000,NVidia,PNY,24.0,GDDR5
2030,Quadro NVS285,NVidia,PNY,0.125,GDDR2
2031,Quadro NVS290,NVidia,PNY,0.25,GDDR2
2032,Quadro NVS295,NVidia,PNY,0.25,GDDR3
2033,Quadro NVS300,NVidia,PNY,0.5,GDDR3
2034,Quadro NVS310,NVidia,PNY,0.5,GDDR3
2035,Quadro NVS310,NVidia,PNY,1.0,GDDR3
2036,Quadro NVS315,NVidia,PNY,1.0,GDDR3
2037,Quadro NVS410,NVidia,PNY,0.5,GDDR3
2038,Quadro NVS420,NVidia,PNY,0.5,GDDR3
2039,Quadro NVS440,NVidia,PNY,4.0,GDDR3
2040,Quadro NVS450,NVidia,PNY,0.25,GDDR3
2041,Quadro NVS450,NVidia,PNY,0.5,GDDR3
2042,Quadro NVS510,NVidia,PNY,2.0,GDDR3
2043,Quadro NVS810,NVidia,PNY,0.5,GDDR3
2044,Quadro NVS810,NVidia,PNY,4.0,GDDR3
2045,Quadro P1000,NVidia,PNY,4.0,GDDR5
2046,Quadro P2000,NVidia,PNY,5.0,GDDR5
2047,Quadro P400,NVidia,PNY,2.0,GDDR5
2048,Quadro P4000,NVidia,PNY,8.0,GDDR5
2049,Quadro P5000,NVidia,PNY,16.0,GDDR5
2050,Quadro P5000,NVidia,PNY,16.0,GDDR5X
2051,Quadro P600,NVidia,PNY,2.0,GDDR5
2052,Quadro P6000,NVidia,PNY,24.0,GDDR5
2053,Quadro P6000,NVidia,PNY,24.0,GDDR5X
2054,Quadro P620,NVidia,PNY,2.0,GDDR5
